User Query,Attribute Path,Path Length
"Is it worth it to finish my B.S. in Business Administration, or should I pursue certifications in digital design, coding, or digital marketing?",[],0
Should I quit my job immediately?,"['Profession', 'Emotional State', 'Economic Status', 'Marital Status']",4
Would I ever be considered into a Dental School and would my degree in Software Engineering be the difference I needed?,[],0
"What kind of career path should I consider if I am interested in programming, graphic design, and observing human behavior?",[],0
What careers utilize similar skills to marketing and focus on helping people?,[],0
Am I irresponsible for wanting to leave my current job?,[],0
Should I continue building my current career as a videographer or go for the financial stability of the new marketing specialist job?,[],0
How can I deal with interviews and questions about my resume gap due to leaving my job for health and skill upgrading reasons?,[],0
"Is my boss's behavior considered verbal abuse, or am I just being overly sensitive?",[],0
As an older worker will I have a harder time finding a job after taking a few months off?,[],0
Any suggestions for types of jobs and/or fast and inexpensive career training I might look out for?,[],0
How do I get an IT job and are they easy to acquire?,[],0
How can I pivot my career from clerical work?,[],0
How can I transition from food service to an office job given my work history and current challenges?,[],0
What helped you get through the post-graduation blues and start a career in Illustration?,[],0
How valuable are two years of experience with no degree in the field of purchasing/inventory/logistics?,['Profession'],1
How do you figure out what's next in your career path?,[],0
What kinds of jobs could I feasibly look at outside of lab work?,[],0
What would you recommend to me?,[],0
"How can I find a career that is well-paid and offers a good work-life balance, allowing me time to spend with family?",[],0
Should I go back to school for a Master's degree with no work experience or just get a job and hold off on school?,[],0
What are the next steps for my husband to find a job with a BS in Linguistics and mainly retail experience?,[],0
How can I see what's out there in similar fields?,[],0
Should I take a part-time medical records clerk position while looking for a full-time job and studying for RHIA?,[],0
"Is this opportunity with American Income Life an MLM, and what questions should I ask them to ensure I'm not getting screwed?",[],0
What am I doing wrong in my job applications?,[],0
What do I do to find a fulfilling career and regain my energy?,[],0
What career can I pursue that is realistically achievable at this stage of my life?,[],0
Should I be afraid of leaving my current remote job for potentially better opportunities?,[],0
What options do I have to get my career back on track?,[],0
"Which degree should I pursue in civil engineering, considering my current work and financial situation?",[],0
Do I lack work ethic or am I being gaslighted? Who is unreasonable here?,[],0
"Would you stay at a job where the owners keep changing their plans about closing, affecting job security?",['Economic Status'],1
How can I find a fulfilling job that doesn't become boring after a few months?,[],0
Should I go back to school while also thinking of starting a family?,[],0
What majors should I consider switching to given my career goals?,[],0
How do you make career choices in a way that helps you progress and avoid mistakes?,[],0
Should I get a Masters in Higher Education/Counseling & Student Affairs given the cost and job prospects?,[],0
"How do I stop regretting the past and questioning my career decisions, and move on properly?",[],0
What is the best path for me?,[],0
How do I discuss my disappointment with my boss over not receiving the holiday bonus?,[],0
What am I missing in order to get promoted?,[],0
"Am I too old to start another graduation, like med school, at 28?",[],0
How can I maximize my chances of landing a good job?,[],0
What can a 23F do with a ton of background but no degree?,[],0
"What skill should I learn for freelance jobs that aligns with my interest in video editing, and what is the market like for online video editing freelance jobs?",[],0
"Do I go back to my job and hope it goes away or do I take the next 6 months off to focus on emotionally healing, dealing with the attorneys, and finding a new passion in life?",[],0
Where can I find a job that involves working with people and is safe for someone early in their transgender transition?,[],0
What are some of the fields or positions I can go into with my qualifications?,[],0
What types of positions should I be looking for?,[],0
Should I get in touch with my old boss and see if there are any openings at my previous company?,[],0
How should I manage my commitments between my job and starting a family when both require my full attention?,[],0
Am I too old to go to university and get anything meaningful from it? Can someone suggest any career to start working towards?,['Age'],1
How does one land a job/career effectively?,[],0
Should I accept the job given the information in my post?,[],0
What are your thoughts or experiences on working blue collar or taking unconventional paths after college?,[],0
What should I do when deciding between my current job and a new job offer?,[],0
How do I explain that Sciatica has held me back without mentioning it when networking at the APA conference?,[],0
Would you take a 15k pay cut for a dream job?,[],0
"Should I move to another company with lower pay and fewer responsibilities for mental stability, or stay at my current job with higher pay and an uncomfortable environment?",[],0
Is it normal to be asked to relocate to a different office within the same organization?,[],0
Does it make sense for me to major in computer science or would diversifying my skillset into something such as electrical engineering make sense?,[],0
Have any of you managed to go back to school as an illegal immigrant without access to loans or scholarships?,['Education Level'],1
How can I break into healthcare administration or is it feasible for me to go back to school for something clinical at this age?,[],0
How do I talk to my boss about expensing materials necessary for career development?,[],0
What are some career options for a 45-year-old with degrees in Philosophy and Music that require minimal re-training and pay well enough to be worth the investment?,[],0
"Is it possible for me to find a remote, individual contributor role in an analytical position that pays over 100k?",[],0
What should I do about being treated differently than my boyfriend at the same workplace?,[],0
Is it worth applying to a support and troubleshooting position at a major digital platform while currently working at a media agency?,[],0
What should I consider when choosing between a career as a dentist and a career as a military pilot?,[],0
Is there any steps I can take to improve my situation?,[],0
How would you recommend I choose between the software engineering and computer programming programs?,[],0
Would leaving my job for wildlife or nature volunteering look bad on my CV and make it harder to find a job in renewables?,[],0
Is it worth it to sacrifice job security for experience in my field?,[],0
What other career options are there for an English major who no longer wishes to pursue teaching?,[],0
"Should I return to college, will it help me get a career?",[],0
How do I pick something to try and pursue as a career when I have no career passions whatsoever?,['Profession'],1
Are there industries and/or specific positions that rarely ever require overtime?,[],0
What industry should I move to from car sales?,[],0
What kind of careers would be good for someone with these qualities?,[],0
"What are good careers for someone who enjoys health, cooking, moving, agriculture, and artistry but doesn't want to go back to school?",[],0
What are the next steps I should take to pursue a career in cyber security?,[],0
What should I consider when contemplating a career change with my experience as a chef and my current options in Canada?,[],0
How can I make a career change into the environmental field?,[],0
Should I continue trying to work on yachts or go for a commercial position?,[],0
How to find the best career option if I'm not passionate about anything?,[],0
Will being a 30-year-old with no work experience ruin my chances of getting a degree in computer science/software engineering?,['Profession'],1
Is there still a possibility for me to make it in Sweden or should I give up and immigrate to another country?,[],0
Should I just completely commit myself to getting into medical school or find a different path to follow?,[],0
What should I consider if I'm passionate about art but thinking of getting a business degree to support myself financially before pursuing an art degree?,[],0
Any ideas on how to transition to something less people-y?,[],0
How can I transition from copywriting to a fulfilling career that aligns with my interests and provides better opportunities?,[],0
What jobs in IT pay decently but aren't heavy on programming?,[],0
Is it okay to turn down a job that I'm passionate about with a harsh schedule for a job that I'm not as passionate about but will pay more?,[],0
"Should I pursue a new degree despite my age and financial concerns, and if so, what should I consider?",[],0
Should I pursue a Master's in Management Analytics or a Master's in Industrial Engineering with a concentration in analytics?,[],0
What are some interesting career options for someone good with children that are less anxiety-inducing than teaching?,[],0
Should I take the risk to pursue a career in computer science?,[],0
What could I do in the meantime to improve my situation?,[],0
Am I doing the right thing by accepting the Junior Animator role against my family's wishes?,[],0
Is it really difficult to move up from an entry-level position in an office job without a degree?,[],0
Am I a lost cause?,"['Mental Health Status', 'Emotional State', 'Past Self-Harm History']",3
"What career path should I pursue to transition successfully, considering my interest in tech and finance, and concerns about ageism?",[],0
Do I stay if they make me a good enough offer?,['Profession'],1
Is it too small of an aspiration to want to be the CEO of a Fortune 100 company?,[],0
What’s a professional way to let my coworkers know I can't connect on LinkedIn without sounding crazy?,[],0
"How can I make a career change from financial operations to brand & advertising, and what should I focus on to support my application as a career changer?",[],0
How do I make the switch from part-time retail jobs to a professional career?,[],0
Has anybody got any experience of quitting a job without a backup plan and would you say it's a good idea?,[],0
How can I make the switch and get a career after being a server for 4 years after graduating college?,[],0
What should I consider when pursuing a Master's degree to align my career with environmental advocacy and sustainability?,[],0
What are red flags/signs you should not accept a job offer?,[],0
Can you help me come up with some career ideas?,[],0
How do you figure out what you want to do with your life?,['Profession'],1
Should I jump on the first job I find or take a couple of months off before accepting anything?,[],0
How should I approach moving to a new city for a job?,[],0
What other jobs/careers could I look into?,[],0
How do I analyze this logically?,[],0
"Do I leave my family’s business and try to find a better-paying job in a city where I might meet a girl I like and make new friends? At the risk of letting my family down? If I do leave, where/what should I pursue with my weird skillset?",['Profession'],1
Should I try to accept the previous offer for financial stability or continue with the job search for a position in the field I want?,[],0
Should I go back to school to get a master's degree or not?,[],0
What career/ job agency would you suggest?,[],0
What do you recommend careerwise for a teacher with 16 years and a math master's degree?,[],0
"What career options should I consider that pay reasonably well and allow me to stay in my area, given my experience in construction and other fields?",[],0
"Does anyone have any experience switching from one career into a completely different one due to dissatisfaction? How did you fare in your transition and did you end up feeling any regret? If you went into nursing later in life, were you able to acclimate well and did you ever feel like your age mattered once you were hired?",[],0
How honest should I be with my new manager about my intentions to become more financially secure and possibly leave the company?,[],0
"Is it reasonable for me to take a month off right after graduating and expect either of these jobs to allow me to do so, or am I risking my career opportunities?",[],0
"Is it the right move to list a job where I was terminated on my resume, or should I not include it at all?",[],0
Why can't I get a single job call or offer? What should I be doing and what should I be looking for to get my life back on track?,[],0
What are my options considering natural sciences?,[],0
What fields are available for someone with a retail management resume like mine?,[],0
Where do I go from here?,['Emotional State'],1
What can I do now that I can't become a teacher in Switzerland?,['Profession'],1
How do I request an informational interview and what kinds of questions should I ask to show I'm interested in getting a job without sounding demanding?,[],0
"What can I do for myself to find what it is I want to do with my career, and how do I become more focused?",[],0
Is this normal for a position right out of college? What do I even do in this situation?,['Profession'],1
What should I do about quitting my job or staying given the potential promotion and office move?,[],0
Should I go back to school or am I making a mistake with my current job choices?,[],0
"What are some good careers for a jack of all trades who could barely pass as amateur at any of them? Are there any decent jobs outside of IT that I could pivot to with my experience? Am I totally screwed, or will I be ok?",['Profession'],1
"Should I try to stick it out at the casino and wait to become part time to go to school, or should I quit, take the paycut and work part time elsewhere and go to school full time? Should I try to go to trade school or invest in a career I can start within a few months and go to school full time? What should I even go to school for?","['Profession', 'Education Level']",2
Is it worth it to suggest a career to Company1 that uses my major even if it's not my 'dream job' and can potentially alter my opportunities at Company2? How do I choose a salary requirement and what other 'demands' should I make if I do decide to make a suggestion to Company1?,[],0
Am I on the right path? Any comments or recommendations are much appreciated.,[],0
Should I seek out some kind of professional career coach or have someone look at my resume?,[],0
Are there any good resources or information on what options you have with an MPA that you would refer me to?,[],0
How do I find my calling?,['Profession'],1
"Is it logical to switch from an accounting major to a nursing major, considering my circumstances?",[],0
How can I find satisfying Software Engineering related work in mid-late career?,[],0
How do I keep going in this career? Should I try to learn design/engineering? Should I try to become a BIM manager?,[],0
How can I change career paths without a degree?,[],0
"Is right now a suitable moment to ask for a raise, or should I try and prove myself even more and wait until the end of my 6-month probation period?",[],0
How can I get back into the workforce after a 6-year gap and decide between getting an MBA or finding a job?,[],0
What should I do next in my career after my entry-level job as an Intake Paralegal?,[],0
"Should I go for a specialized degree path (i.e. Data Analytics, Biology- Conservation or Women and Gender Studies) or do I pick a more generalized degree to work on certain skills (i.e. English, Communication Studies, Philosophy)?",[],0
How can I find a job that doesn't treat me poorly and avoid being bullied by my superiors?,[],0
What should I do to earn a livable wage with my diploma in video production?,[],0
"What do I do if they come back with $38,000 and don't budge? Should I suck it up and work at my position until I'm able to get more job experience? Is this wage typical of someone with 2 college degrees?",[],0
"Does it make financial sense to continue my bachelor degree while working full-time, or should I quit school and focus on work?",[],0
What guidance or tips can you offer for feeling stuck and lost about my career path?,[],0
Should I choose to work on my wood flooring company or take an internship related to my major this summer?,[],0
How can I leave my new job at home to move to a new country so soon?,"['Profession', 'Economic Status', 'Emotional State', 'Marital Status', 'Mental Health Status', 'Age', 'Past Self-Harm History', 'Gender', 'Health Status', 'Education Level']",10
How does one decide if it is worth it to make the move from my current job to pursue Optometry?,[],0
What is the best way to navigate the possibility of a job change when being headhunted by a competitor with a potential offer on the table?,[],0
How can I bounce back from negative work experiences and avoid being exploited at my next job?,[],0
"What master's degree should I pursue to maximize my income, focusing on a field with high earning potential and analytics?",[],0
"Is it worth continuing my degree in Communication and Journalism if my passion is in law and international relations, considering I want to immigrate to Australia or Canada?",[],0
Anyone have any ideas for jobs or any paths you can see my career going?,[],0
"What would a good career move be for me, considering my experience and desire for better pay and benefits?",[],0
What fields can I consider for a career change with only a High School Diploma?,[],0
What are some flexible subjects an undecided/confused humanities graduate could go back to school for?,[],0
What should I do about pursuing computer engineering given the entrance exam difficulty and considering studying abroad?,[],0
What are some realistic options I have for career opportunities outside of retail with a Bachelor's in Finance?,[],0
How do I not look like a job hopper?,[],0
"Where else could I look for a career with my experience in customer service, sales targets, and analytical skills?",[],0
"What should I do to earn over and above 50,000$ before going to university? What skills should I learn and what jobs and internships should I do?",['Profession'],1
How do I decide if a career in environmental consulting or law school is the right choice?,[],0
Is it possible to get a job in biochemistry out of undergrad that allows me to pay for my expenses and continue supporting my little brother while preparing to reapply for a PhD program?,[],0
How can I transition out of marketing into a new career that fits my skills and interests?,[],0
How can I advance my career or find one that suits me?,[],0
Can you make money with a degree in sociology? And what all can you do besides being a lawyer with law?,[],0
What kind of jobs can I get while I pursue my passion in music production that are task-oriented and allow for independent work?,[],0
"How can I transition to a new career without going back to school, especially when my skills don't align with my interests like athletics?",[],0
What would you do in my shoes?,['Emotional State'],1
Does anyone have advice for how to convert my higher ed resume into something more administrative sounding?,[],0
"What should I pursue for a career given my interests in psychology, acting, and a high-paying job?",[],0
How should I quit this job?,['Profession'],1
"Is it worth going for an Art Direction job with a degree in Graphic Design, or going into film school?",[],0
How can I find a satisfying career path and know what education I need without having experience?,[],0
"For those who have been in a similar situation in their career, what's your advice?",[],0
What are common things to ask for in an open-ended counter offer?,[],0
What advice do you have for teacher interviews and the job search as a recent college graduate?,[],0
Will I have to go back to a fresh grad salary if I switch careers to business management or tech-related fields?,[],0
What advice do you have for me to explain away this short gap in my employment?,[],0
What are some good paying jobs that would be a good fit with my skillset?,[],0
Should I leave a secure stable job for a position with twice the salary but higher risk?,[],0
What are my options?,[],0
"What should I consider when deciding between career options like UX/UI, community management, HR/recruiting, freelance photography, entrepreneurship, or product management to support my living situation?",[],0
How do I handle a difficult coworker at my new job?,[],0
Should I ask my boss if I am being demoted or terminated?,[],0
"Can you share your job title, salary, and some pros and cons of your daily duties?",[],0
"What jobs do you suggest would be good for my dad, and how do I help him in this process?",[],0
Is there another career I could transition to without any additional education? What is the best way to find a career that I don't hate?,[],0
Should I go and study a master's abroad by taking a loan or stay in my country and work here to be debt-free?,[],0
Should I take the farm manager job at the non-profit if I am feeling anxious and uncertain about it?,[],0
How did you handle your mid-life career crises?,['Profession'],1
"Is there any hope for me to be secure besides joining the military, returning to school, or doing physical labor?",['Emotional State'],1
Any advice on what I should be looking for or topics I should be brushing up on to obtain a job in production planning in the beer industry?,[],0
Does anyone have any potential avenues to look down for someone with a fine art degree worried about job prospects?,[],0
How do I go about searching for jobs in an effective way? Especially when enjoying my job is extremely important to me but I don't know what I even want to do? And what sites/resources are there out there besides the obvious?,[],0
"Should I stay in healthcare and pursue a master's degree in anesthesia assistant for more money or should I try to break out of healthcare, or work in oil and gas labs for more money?",[],0
Is there an effective way to let the program director know that being under constant and intense scrutiny is affecting my ability to think and perform?,[],0
What can I start doing right now to achieve my goal income of $105k?,['Profession'],1
"How can I find work and move to Missoula, MT with a job in hand?",[],0
Do I hold out or jump ship for another company that is more established?,[],0
What is the best program I could take at school right now that will result in gainful employment with decent pay that isn't manual labour or sales and could potentially be done remotely?,[],0
What am I doing wrong in my career search?,[],0
"Should I go to grad school to improve my employment opportunities in fields like AI, big data, and quantum computing?",[],0
What are some jobs that are self-directed or have variety?,[],0
"Any ideas on what career path I could take in order to feel more fulfilled and maybe accomplished, as well as learn new skills?",[],0
What are my options and what careers may require minimal changes to move into?,[],0
"Should I stick it out selling insurance and give it more than a few months, or jump on the new opportunity in finance?",[],0
What can I do to earn a career reset?,['Profession'],1
What career options can I consider that are enjoyable and provide a sustainable income in Germany?,[],0
What should I do with a Linguistics degree from Harvard?,[],0
What are some decent salary jobs that a no-experience pseudo-adult with a media degree can do?,[],0
How can I move out and pursue a trade or apprenticeship while managing my situation with my dog and controlling parents?,[],0
How can I encourage and provide resources for a refugee who wants to be a doctor but has limited access to English learning materials and educational opportunities?,[],0
"What am I qualified to do if I leave my production engineering position, considering my background in teaching, tutoring, and sales?",[],0
How do I overcome my fear of leaving a comfortable position/role for a completely new one?,[],0
Should I take a contract bookkeeping position with a recruitment agency despite being unsure about the risk?,[],0
What creative career paths can I transition to that utilize my Graphic Design degree or natural creative talents without going back to school?,[],0
What are some good online careers that I can take night courses for?,[],0
How do I figure out what I want to do?,['Profession'],1
How should I go about starting a career in office administration or as a receptionist?,[],0
How do I get a marine engineering job or any offshore job with a degree in mechanical engineering with a low CGPA?,[],0
How do I choose between returning to my previous company as a lead or staying at my current job with great benefits?,[],0
"What career path should I pursue if I want to help people and have financial stability, given my background in economics and business?",[],0
Is project management a good career to transition into from sales? What about marketing or programming?,[],0
Should I make the jump from Xamarin to React Native?,[],0
How do I undertake my social and financial duties as a white-collar employee? Are there jobs with less requirements?,[],0
What are my career options in the field of design that offer decent pay?,[],0
"Should I switch to a coding-based career for better pay, or stay as a CAD operator where I am skilled but feel maxed out pay-wise?",[],0
What job should I choose given my current situation?,[],0
Should I choose between a stressful meaningful work or a non-stressful boring job?,[],0
What are some great jobs that don't require education?,[],0
"Should I accept a compensation bonus and quit my job to use the time for studying and getting certified, risking a gap in my resume, or should I stay until I can make a smooth and professional transition?",[],0
How should I handle the gap in my employment history due to cancer treatment and should I mention the personal health reasons on my resume or LinkedIn?,[],0
What are some fields to look into based on my work history and interests?,[],0
How can I get a job from out of state in Denver without relocating first?,[],0
What is the best way for me to resume my career in marketing automation after a 1.5-year gap due to health issues?,[],0
Should I go to a lonely small town to work as a Sales Support Engineer or get a Masters in a place that is closer to home in a great city?,[],0
"How do I stop worrying about my job performance and skills, so I can start applying to jobs?",[],0
"How can I approach my boss about paying me more instead of hiring an assistant, and what can I really lose?",[],0
"Why is getting a job in the Agronomy field challenging even with a work visa, and is there a bias towards specific candidates in big companies like Monsanto, Bayer, and Dow DuPont?",[],0
How can I overcome burnout and decide if I should stay in my industry or take a freelance opportunity?,[],0
What do I do after being passed up for a promotion despite having done the job?,[],0
Should I pursue the clinical chemist program or apply for PA school now?,[],0
Do I need to reassess my career goals?,[],0
Should I walk away from self-employment or stick with it and try to grow my business?,[],0
How can I transition from sales to something else relatively seamlessly and still make a comfortable living?,[],0
What would be the most realistic path forward for me?,[],0
What are my career options as an entry-level BS Chemistry major?,[],0
Should I take the promotion and what questions do I need to ask?,[],0
What are my career path options and how do I make myself more employable in the suggested job?,[],0
"How can I transition into a different career from sales without going back to school, given my interests in design, UX, marketing, operations, and programming?",[],0
Can someone help me find resources or internships for the summer in Europe or other places?,[],0
"What career options should I consider in the renewable energy sector that would allow me to feel fulfilled and provide for my family, given my interest in trades like solar panel installation or wind turbine technology?",[],0
How can I break into HR at the entry level with no HRIS experience?,['Profession'],1
"How do you choose between two job offers in your late 30s, considering financial stability and career growth?",[],0
What options does a new attorney who wants a simpler job have?,[],0
What is a solid method for finding entry-level jobs after completing a second master's degree?,[],0
Will writing an undergraduate honors thesis help get me a job or should I prioritize work experience?,[],0
"Should I abandon my part-time, online MSc due to work-life balance?",[],0
Is there a way that I could somehow combine my passion for physiology and film and study both? Which should I choose?,[],0
Am I stupid for not wanting to take a new job offer with a huge pay raise despite losing flexibility and proximity to my dad?,[],0
Can I get some advice for those who did end up teaching or just thoughts on going back to school for something else?,[],0
Is there a job in a hospital where I can work and be able to study freely after work in a structured format?,[],0
What should I do to start a career given my situation?,[],0
What kind of work can I do without a degree that pays more than minimum wage?,[],0
How should my wife inform her potential new employer that she is pregnant?,[],0
What are some easy bachelor’s degrees that I can get and still at least have a decent enough career to support myself with?,[],0
What are the pros and cons of medical aesthetics versus dermatology in terms of skills to be learned and residency training?,[],0
Could anyone help with my interview prep for my dream job interview?,[],0
What kind of advice would you give me about whether to accept this job offer?,[],0
How should I proceed and what courses should I take?,[],0
What should my next step be to advance my career and make more money?,[],0
Should I just quit my job?,['Profession'],1
"What are some tips for transitioning out of the tech industry, specifically regarding getting interviews and convincing employers that my skills are transferable?",[],0
What would be a good direction to leverage my digital marketing skills into a new career field?,[],0
Should I change careers yet again and pursue acting instead of continuing my business management major?,[],0
Would it be worth following a more meaningful career than one that pays better?,[],0
Is my Finance degree still worth anything ~4 years later? Could I apply for entry level positions? Is my startup management experience worth anything?,[],0
"Should I switch my career to marketing and learn a new industry, or should I advance my sales career into management?",[],0
What is the best career trajectory for me to start a robotics business in the next 3-5 years after finishing my Masters?,[],0
"Where should I go next in my career: management, freelance, or another path?",[],0
"How can I get started in an aircraft-related career, and which path should I choose between becoming an aerospace engineer or a pilot?",[],0
"What career should I consider transitioning to that suits my people-oriented skills and desire for social interaction, given my background and current dissatisfaction in accounting?",[],0
"Should I accept a position in Chicago post-grad, or stay at home?",[],0
What can I do to make myself a better applicant for a biology PhD program?,[],0
What kind of careers are out there for someone who wants to keep their schedule flexible? Has anyone else balanced making a living off of a part-time schedule or possibly a two-part time jobs situation before? Would you recommend it or should I suck it up and deal with the five day work week grind?,[],0
What can I do to find a job after graduating with a Computer Science degree?,[],0
What should I do to shift my career to a business and technical role without going into debt?,[],0
"Would I be better off getting a second bachelor's in horticulture/biology, or is there a way for me to jump right into a master's program? Are there post-baccalaureate programs for this kind of thing? How do I get the prerequisites if I don’t get a second bachelor's? Is it possible to get into a top school for a master's program?",[],0
"Is software testing something I should pursue, or should I stick to honing my skills in Java/Python and try to get a developer job?",[],0
Would you recommend me to follow my dreams even though it's late?,[],0
"Which degree is more closely related or complementary to Electrical engineering: Mechanical engineering or computer science? Should I apply for one of these programs or keep looking to study Electrical Engineering? If I get a degree in Mechanical Engineering or Computer Science, is it possible to pursue a master's in Electrical Engineering?",[],0
Should I choose a master's in finance or an international MBA?,[],0
What did you do to transition into a new career and how did you do it?,[],0
What kind of things can I do to calm down about my first post-college job?,[],0
"Will employers see my resume and be confused about my career change, or will I actually have opportunities in the IT field?",[],0
How long does it take to recover from burnout?,[],0
What do I do to salvage my career?,[],0
What can I do to improve myself to do better at work?,[],0
How can I ask my boss why my schedule is like this without coming off as lazy or rude?,[],0
How long did it take everyone to get their first job post grad?,[],0
"What should I do after being passed over for a promotion, especially when it wasn't based on merit?",[],0
Am I just making too big of a deal about being 'enthusiastic' and 'creative'? Do some people feel like me and just wing it or fake it?,[],0
Do you have any suggestions for planning and navigating my career path?,[],0
What should I do next to quit my job and move to another country in the future?,['Profession'],1
Should I ask my CEO for a promotion?,[],0
Are there any jobs in an admin field that I can apply for that are low hours and is okay with me being a temp?,[],0
Any job ideas for an easily overwhelmed introvert?,['Emotional State'],1
What’s a good career my girlfriend can pursue with her AS in general studies and her current work experience?,[],0
Would going into teaching be a mistake?,['Profession'],1
Should I pursue a career in computer science?,[],0
Should I switch from an electrical engineering major to a math major considering my struggles and job prospects?,[],0
How do I find a job within two months?,['Profession'],1
"How can I make my two weeks notice more professional, when I feel so much anger?",[],0
"Should I pursue an MIM/MBA, MS in Computer Science, or MEng in Mechanical Engineering abroad?",[],0
What jobs can my dad apply to?,[],0
"Is it possible to start a coding career at 40? If so, what's the best way to do it?",[],0
What career can I pursue that allows me to help people and make a living?,[],0
How long should I stay in this new location and did I make a good career choice?,['Profession'],1
Does anyone have any advice on what someone in my position could or should do?,[],0
How can I explain my depressive period to potential employers and spin it positively?,[],0
Should I get another part time gig or just find a full time job?,[],0
How can I be more clear in dealing with the lack of boundaries with my staff?,[],0
Any advice on where to go next?,[],0
What jobs can I get without going back to school?,[],0
"How do I handle my boss constantly forgetting me and my contributions, and what can I do to improve my chances for promotion?",[],0
Has anyone had any success with career counselors and or life coaches? Or any other suggestions?,[],0
What should I be doing to maximize earning power in a supply chain career?,[],0
Is it really going to hurt my career if I take the payroll job instead of holding out for a more prestigious position?,[],0
What other jobs am I qualified for that make a lot of money and are not stressful?,[],0
"Has anyone got any tips for making a big career change? Things I should ask myself or think about? Particularly how you went about figuring out what you wanted, and did you go for your passion alone?",[],0
What should I do next in my career transition from accounting to writing or blogging?,[],0
How can I convince my parents to let me change universities to attend the top university in my country?,[],0
"Is it worth taking a non-ideal entry-level RPA engineer position at a startup with red flags just to get my foot in the door, or should I keep looking for opportunities that align with my goal of becoming a full stack developer?",[],0
Is it time to look for a new job and where do I begin?,[],0
How can I progress within a young start-up to boost my earnings?,[],0
How can I overcome my indecision about pursuing a career in Hollywood versus exploring other options?,[],0
How do I decide on an industry or department where I can use my organizational and coordination skills?,[],0
What career path should I take given my background and desire for stability and happiness?,[],0
Do you have any advice or thoughts on how I can find a fulfilling and competitive job?,[],0
"To anyone who's enlisted in the Air Force or military in general, was it worth it to you? Would you recommend someone in my position to enter the service?",[],0
How should I approach asking for a raise and determining a fair salary for my work?,[],0
Has anyone struggled to make up their mind about their next career move? How did you eventually decide what was right for you?,[],0
"What career paths can I take, or what job options do I have with my talents in history and public speaking?",[],0
"What types of careers would align with my current job at the YMCA assisting members with disabilities, considering I'm about to graduate with a BS in Rehabilitation Studies?",[],0
How do I choose between staying in IT or transferring back to being a police officer?,[],0
"How do I navigate a career change from teaching, and how might my qualifications be received?",[],0
Is it career suicide to quit my job to work at a comic book store?,[],0
"Should I pursue an MBA to get a high paying job in the future, given my background and interests?",[],0
"Which career path should I take, commercial real estate brokerage or financial advising?",[],0
Where do I start to transition out of the hospitality industry?,[],0
"Can someone be too old for a job? Does it not look good on my resume to take a step back at 29, or does it look better to finally be working for this prestigious company?",[],0
Should I risk a stable career for a possible PhD?,[],0
How can I replicate my salary in a different position?,[],0
"What can I do to move on from the medical field while maintaining or increasing my income, without extensive schooling?",[],0
What other career paths are available for bank tellers?,[],0
Should I stop applying to jobs there completely or is that an overreaction?,[],0
What trade should I consider switching to for a fresh start?,[],0
"How can I choose between corporate law, government law, growing my video marketing agency, and working in communications/marketing to achieve financial independence and happiness?",[],0
Any general advice or specific career/job suggestions?,[],0
What jobs can I do after only managing bars?,[],0
Can someone provide pros/cons/insights as to my choices between being a City Carrier Assistant for USPS and an Electrician's Apprentice?,[],0
What steps can I take to overcome a 2.5-year gap on my resume and improve my job prospects as an engineer?,[],0
Does anyone have any advice or maybe have been a career changer in a similar situation?,[],0
"Have I chosen the wrong career path, or do I just have a bad attitude? If I decide to explore other career options, how can I balance pursuing that while maintaining my current job for stability?",[],0
Should I finish my bachelor's in accounting if I'm not sure I'll enjoy it?,[],0
What are my next steps to get a useful internship this summer?,[],0
Should I choose to be a Lawyer or HR Manager?,[],0
Should I find another job or go travelling during my three-month break?,[],0
How can I improve and stop making mistakes at my first job?,[],0
"What roles would be a good fit for me in HR that involve some form of recruitment, and how can I stand out in these roles?",[],0
Did I mess up my career by taking this new job that doesn't fit my skill set?,[],0
Will investing time and money into an MBA help open more doors for me in the future in areas like corporate finance?,[],0
Are online college courses worth it and will they make me a more attractive hire as an office/secretary/receptionist worker? Is 'accounting' the right step or should I be looking at something else?,['Profession'],1
Is this an appropriate time to ask for a raise or should I wait until I complete 12 months at this job?,[],0
Can you think of any careers that could match my personality?,[],0
Did a new job or career change actually help you out?,[],0
Is there any wildlife biologists or zoologists out there that can provide some advice about getting into the field?,[],0
Should I pursue mental health nursing or counselling psychology?,[],0
"What career path would allow me to work to solve big, complex problems that affect many people's lives, be creative in my approach to problems, be in a field where my work can actually impact someone's quality of life in a direct and positive way, and feel like I'm making a dent in the ever-growing list of issues in the world?",[],0
Should I go back to school for a 3rd degree in something business-related even though I'm terrible at math?,[],0
How can I be taken seriously by employers if I have a disability?,[],0
What jobs should I be targeting to maximize my chances of success when I've only ever been a kitchen hand? What jobs have the most crossover in required skills?,[],0
How do I choose my career?,[],0
"What industries or roles could I consider for a career change based in London, given my experience in the humanitarian sector?",[],0
How can I transition to a white collar office career without losing my pay?,[],0
"If my goals are strictly financial and traveling, how should I approach them, and should I stick to nursing or get into something else potentially lucrative?",[],0
What job or career can I pursue that utilizes my skills from ironworking and cooking with a schedule of less than 40 hours a week and pays $20-24/hr?,[],0
How do I approach businesses or boutiques about a job in the wedding industry and what is an appropriate salary to ask for when I have little work experience?,[],0
Anyone find success in a career without attending college?,['Profession'],1
Should I stick with product labeling or explore a different career direction?,[],0
How do I work past being passed over for opportunities because I'm not 'one of them'?,[],0
